,genre_ids,original_title,release_date,production_budget,domestic_gross,worldwide_gross,domestic_return,worldwide_return,release_year
"Three Billboards Outside Ebbing, Missouri","[80, 18]","Three Billboards Outside Ebbing, Missouri",2017-11-10,12000000.0,54513740.0,160191915.0,4.542811666666666,13.34932625,2017
Thunder and the House of Magic,"[10751, 14, 16, 12]",The House of Magic,2014-09-05,34000000.0,4091.0,62582520.0,0.0001203235294117647,1.8406623529411765,2014
Tiger Orange,[18],Tiger Orange,2015-07-07,100000.0,0.0,0.0,0.0,0.0,2015
Tim and Eric's Billion Dollar Movie,[35],Tim and Eric's Billion Dollar Movie,2012-03-02,3000000.0,201436.0,223652.0,0.06714533333333333,0.07455066666666667,2012
Time to Choose,[99],Time to Choose,2016-06-03,3500000.0,29233.0,29233.0,0.008352285714285715,0.008352285714285715,2016
Tinker Tailor Soldier Spy,"[18, 53, 9648]",Tinker Tailor Soldier Spy,2011-12-09,21000000.0,24149393.0,81452811.0,1.1499710952380953,3.8787052857142856,2011
Tiny Furniture,"[10749, 35, 18]",Tiny Furniture,2010-11-12,50000.0,391674.0,424149.0,7.83348,8.48298,2010
To Rome with Love,"[10749, 35, 18]",To Rome with Love,2012-06-22,21500000.0,16684352.0,74326015.0,0.7760163720930232,3.457023953488372,2012
Tomb Raider,"[28, 12, 14]",Tomb Raider,2018-03-16,90000000.0,58250803.0,273477501.0,0.6472311444444444,3.0386389,2018
Tomorrowland,"[12, 10751, 9648, 878]",Tomorrowland,2015-05-22,170000000.0,93436322.0,206627518.0,0.5496254235294118,1.2154559882352942,2015
Tooth Fairy,"[35, 10751, 14]",Tooth Fairy,2010-01-22,48000000.0,60022256.0,112610386.0,1.2504636666666666,2.346049708333333,2010
Top Five,"[18, 35]",Top Five,2014-12-12,12000000.0,25317379.0,26001741.0,2.1097815833333335,2.16681175,2014
Top Spin,[99],Top Spin,2015-08-21,150000.0,5858.0,5858.0,0.039053333333333336,0.039053333333333336,2015
Top Spin,[99],Top Spin,2015-08-21,150000.0,5858.0,5858.0,0.039053333333333336,0.039053333333333336,2015
Total Recall,"[28, 878, 12, 53]",Total Recall,2012-08-03,125000000.0,58877969.0,211856088.0,0.471023752,1.694848704,2012
Total Recall,"[28, 878, 12, 53]",Total Recall,1990-06-01,65000000.0,119394839.0,261400000.0,1.836843676923077,4.021538461538461,1990
Tower Heist,"[28, 35]",Tower Heist,2011-11-04,85000000.0,78046570.0,150422946.0,0.9181949411764706,1.7696817176470587,2011
Toy Story,"[16, 35, 10751]",Toy Story,1995-11-22,30000000.0,191796233.0,364545516.0,6.3932077666666665,12.1515172,1995
Toy Story,"[16, 35, 10751]",Toy Story,1995-11-22,30000000.0,191796233.0,364545516.0,6.3932077666666665,12.1515172,1995
Toy Story 2,"[16, 35, 10751]",Toy Story 2,1999-11-19,90000000.0,245852179.0,511358276.0,2.731690877777778,5.6817586222222225,1999
Toy Story 2,"[16, 35, 10751]",Toy Story 2,1999-11-19,90000000.0,245852179.0,511358276.0,2.731690877777778,5.6817586222222225,1999
Toy Story 3,"[16, 10751, 35]",Toy Story 3,2010-06-18,200000000.0,415004880.0,1068879522.0,2.0750244,5.34439761,2010
Tracker,"[28, 18, 53, 12]",Tracker,2011-12-31,6500000.0,0.0,3149.0,0.0,0.0004844615384615385,2011
Trainwreck,"[35, 10749]",Trainwreck,2015-07-17,35000000.0,110212700.0,141123897.0,3.1489342857142857,4.032111342857143,2015
Trance,"[53, 80, 18, 9648]",Trance,2013-04-05,16000000.0,2322593.0,22594052.0,0.1451620625,1.41212825,2013
Trance,"[53, 80, 18, 9648]",Trance,2012-12-31,950000.0,0.0,0.0,0.0,0.0,2012
Transcendence,[],Transcendence,2014-04-18,100000000.0,23022309.0,103039258.0,0.23022309,1.03039258,2014
Transcendence,"[53, 878, 18, 9648]",Transcendence,2014-04-18,100000000.0,23022309.0,103039258.0,0.23022309,1.03039258,2014
Transformers: Age of Extinction,"[878, 28, 12]",Transformers: Age of Extinction,2014-06-27,210000000.0,245439076.0,1104039076.0,1.1687575047619048,5.2573289333333335,2014
Transformers: Dark of the Moon,"[28, 878, 12]",Transformers: Dark of the Moon,2011-06-29,195000000.0,352390543.0,1123790543.0,1.8071309897435897,5.763028425641026,2011
Transformers: The Last Knight,"[28, 878, 53, 12]",Transformers: The Last Knight,2017-06-21,217000000.0,130168683.0,602893340.0,0.5998556820276497,2.778310322580645,2017
Trapped,[],Trapped,2002-09-20,30000000.0,6916869.0,6916869.0,0.2305623,0.2305623,2002
Trapped,[99],Trapped,2002-09-20,30000000.0,6916869.0,6916869.0,0.2305623,0.2305623,2002
Trash,[],Trash,2015-10-09,12000000.0,17484.0,6553186.0,0.001457,0.5460988333333333,2015
Trash,"[12, 80, 18, 53]",Trash,2015-10-09,12000000.0,17484.0,6553186.0,0.001457,0.5460988333333333,2015
Treachery,[18],Treachery,2013-12-31,625000.0,0.0,0.0,0.0,0.0,2013
Treading Water,"[18, 35]",Treading Water,2015-03-10,4700000.0,0.0,0.0,0.0,0.0,2015
Trespass,"[80, 18, 53, 9648]",Trespass,2011-10-14,35000000.0,16816.0,786532.0,0.00048045714285714283,0.022472342857142856,2011
Triangle,[27],Triangle,2010-02-10,12000000.0,0.0,1594955.0,0.0,0.13291291666666666,2010
Triple 9,"[28, 53, 9648]",Triple 9,2016-02-26,20000000.0,12639297.0,25943792.0,0.63196485,1.2971896,2016
Trolls,"[12, 10751, 35, 14, 10402, 16]",Trolls,2016-11-04,125000000.0,153707064.0,344150134.0,1.229656512,2.753201072,2016
Trolls,"[12, 10751, 35, 14, 10402, 16]",Trolls,2016-11-04,125000000.0,153707064.0,344150134.0,1.229656512,2.753201072,2016
Tron,"[878, 28, 12]",Tron,1982-07-09,17000000.0,26918576.0,26918576.0,1.5834456470588236,1.5834456470588236,1982
Trouble with the Curve,"[18, 10749]",Trouble with the Curve,2012-09-21,60000000.0,35763137.0,47818913.0,0.5960522833333334,0.7969818833333333,2012
True Grit,"[18, 12, 37]",True Grit,2010-12-22,35000000.0,171243005.0,252276928.0,4.892657285714286,7.207912228571429,2010
Trust,"[80, 18, 53]",Trust,2011-04-01,4000000.0,120016.0,120016.0,0.030004,0.030004,2011
Truth or Dare,"[27, 53, 9648]",Truth or Dare,2018-04-13,3500000.0,41411015.0,95127344.0,11.83171857142857,27.179241142857144,2018
Truth or Dare,[27],Truth or Dare,2018-04-13,3500000.0,41411015.0,95127344.0,11.83171857142857,27.179241142857144,2018
Truth or Dare,[28],Truth or Dare,2018-04-13,3500000.0,41411015.0,95127344.0,11.83171857142857,27.179241142857144,2018
Truth or Dare,[27],Truth or Dare,2018-04-13,3500000.0,41411015.0,95127344.0,11.83171857142857,27.179241142857144,2018
Truth or Dare,"[53, 27]",Truth or Dare,2018-04-13,3500000.0,41411015.0,95127344.0,11.83171857142857,27.179241142857144,2018
Tulip Fever,"[18, 10749]",Tulip Fever,2017-09-01,25000000.0,2455635.0,6792768.0,0.0982254,0.27171072,2017
Turbo,"[16, 10751]",Turbo,2013-07-17,135000000.0,83028130.0,286896578.0,0.6150231851851852,2.125159837037037,2013
Turbulence,"[28, 18, 53]",Turbulence,1997-01-10,55000000.0,11532774.0,11532774.0,0.2096868,0.2096868,1997
Tusk,"[35, 27, 18, 53]",Tusk,2014-09-19,3000000.0,1821983.0,1887554.0,0.6073276666666667,0.6291846666666666,2014
Twisted,"[53, 10770]",Twisted,2004-02-27,50000000.0,25195050.0,40119848.0,0.503901,0.80239696,2004
Twixt,"[27, 9648, 14, 35]",Twixt,2013-07-23,7000000.0,0.0,1268346.0,0.0,0.18119228571428572,2013
Two Night Stand,"[10749, 35]",Two Night Stand,2014-09-26,1600000.0,15600.0,868081.0,0.00975,0.542550625,2014
USS Indianapolis: Men of Courage,"[28, 10752]",USS Indianapolis: Men of Courage,2016-11-11,40000000.0,0.0,1663785.0,0.0,0.041594625,2016
Unbroken,"[18, 10752]",Unbroken,2014-12-25,65000000.0,115637895.0,163527824.0,1.7790445384615385,2.515812676923077,2014
Uncle Drew,[35],Uncle Drew,2018-06-29,18000000.0,42469946.0,46527161.0,2.3594414444444443,2.5848422777777778,2018
Under the Rainbow,"[18, 35, 10749]",Au bout du conte,1981-07-31,20000000.0,18826490.0,18826490.0,0.9413245,0.9413245,1981
Under the Skin,"[53, 878, 18]",Under the Skin,2014-04-04,13300000.0,2614251.0,7229933.0,0.19656022556390979,0.543603984962406,2014
Under the Skin,"[53, 878, 18]",Under the Skin,2014-04-04,13300000.0,2614251.0,7229933.0,0.19656022556390979,0.543603984962406,2014
Underdogs,"[18, 10751]",Underdogs,2013-08-16,2500000.0,35017.0,1392649.0,0.0140068,0.5570596,2013
Underdogs,"[16, 12, 10749]",Metegol,2013-08-16,2500000.0,35017.0,1392649.0,0.0140068,0.5570596,2013
Underworld: Awakening,"[14, 28, 27]",Underworld: Awakening,2012-01-20,70000000.0,62321039.0,160379930.0,0.8903005571428572,2.2911418571428572,2012
Underworld: Blood Wars,"[28, 14, 27, 18]",Underworld: Blood Wars,2017-01-06,35000000.0,30353973.0,81209222.0,0.8672563714285715,2.320263485714286,2017
Undiscovered,[],Undiscovered,2005-08-26,9000000.0,1069318.0,1069318.0,0.1188131111111111,0.1188131111111111,2005
Unfinished Business,[35],Unfinished Business,2015-03-06,35000000.0,10219501.0,13214051.0,0.29198574285714285,0.3775443142857143,2015
Unforgettable,"[18, 53]",Unforgettable,1996-02-23,18000000.0,2483790.0,2483790.0,0.13798833333333332,0.13798833333333332,1996
Unforgettable,"[18, 53]",Unforgettable,2017-04-21,12000000.0,11368012.0,16221211.0,0.9473343333333333,1.3517675833333334,2017
Unfriended,"[27, 53]",Unfriended,2015-04-17,1000000.0,32789645.0,64364198.0,32.789645,64.364198,2015
Unfriended: Dark Web,[27],Unfriended: Dark Web,2018-07-20,1000000.0,8866745.0,16434588.0,8.866745,16.434588,2018
Unhinged,[27],Unhinged,2019-09-30,29000000.0,0.0,0.0,0.0,0.0,2019
United Passions,[18],United Passions,2015-06-05,30000000.0,918.0,168832.0,3.06e-05,0.005627733333333333,2015
Unknown,"[28, 9648, 53]",Unknown,2011-02-18,40000000.0,63686397.0,136123083.0,1.592159925,3.403077075,2011
Unknown,"[28, 9648, 53]",Unknown,2006-11-03,3700000.0,26403.0,3355048.0,0.007135945945945946,0.9067697297297297,2006
Unnatural,"[28, 27, 53]",Unnatural,2015-12-31,3000000.0,0.0,0.0,0.0,0.0,2015
Unsane,"[27, 53]",Unsane,2018-03-23,1500000.0,7690044.0,14244931.0,5.126696,9.496620666666667,2018
Unstoppable,"[28, 53]",Unstoppable,2010-11-12,95000000.0,81562942.0,165720921.0,0.8585572842105264,1.744430747368421,2010
Unstoppable,[99],Unstoppable,2010-11-12,95000000.0,81562942.0,165720921.0,0.8585572842105264,1.744430747368421,2010
Unsullied,"[53, 28, 27]",Unsullied,2016-04-22,1500000.0,510957.0,510957.0,0.340638,0.340638,2016
Upgrade,"[28, 53, 878]",Upgrade,2018-06-01,3000000.0,11977130.0,16553285.0,3.9923766666666665,5.517761666666667,2018
Upside Down,"[10749, 878, 18, 14]",Upside Down,2013-03-15,50000000.0,102118.0,26387039.0,0.00204236,0.52774078,2013
Vacation,[18],Vakáció,2015-07-29,31000000.0,58884188.0,102306500.0,1.899489935483871,3.300209677419355,2015
Vacation,[35],Vacation,2015-07-29,31000000.0,58884188.0,102306500.0,1.899489935483871,3.300209677419355,2015
Valentine's Day,"[35, 10749]",Valentine's Day,2010-02-12,52000000.0,110485654.0,217569328.0,2.1247241153846153,4.184025538461539,2010
Valerian and the City of a Thousand Planets,"[12, 878, 28]",Valerian and the City of a Thousand Planets,2017-07-21,180000000.0,40479370.0,215098356.0,0.2248853888888889,1.1949908666666667,2017
Valhalla Rising,"[12, 18, 28, 14]",Valhalla Rising,2010-07-16,5700000.0,30638.0,731613.0,0.005375087719298246,0.12835315789473684,2010
Vampires,[16],Vampires,1998-10-30,20000000.0,20268825.0,20268825.0,1.01344125,1.01344125,1998
Vampires,[35],Vampires,1998-10-30,20000000.0,20268825.0,20268825.0,1.01344125,1.01344125,1998
Vampires Suck,"[35, 27]",Vampires Suck,2010-08-18,20000000.0,36661504.0,81424988.0,1.8330752,4.0712494,2010
Vamps,"[35, 10749, 27]",Vamps,2012-11-02,16000000.0,3361.0,94812.0,0.0002100625,0.00592575,2012
Van Helsing,"[27, 12, 28]",Van Helsing,2004-05-07,170000000.0,120150546.0,300150546.0,0.7067679176470588,1.7655914470588234,2004
Venom,[53],Venom,2018-10-05,116000000.0,213511408.0,853628605.0,1.8406155862068965,7.358867284482758,2018
Venom,[53],Venom,2005-09-16,25000000.0,881745.0,881745.0,0.0352698,0.0352698,2005
Venom,"[878, 28]",Venom,2018-10-05,116000000.0,213511408.0,853628605.0,1.8406155862068965,7.358867284482758,2018
Venom,"[878, 28]",Venom,2005-09-16,25000000.0,881745.0,881745.0,0.0352698,0.0352698,2005
Veronica Mars,"[35, 18, 80]",Veronica Mars,2014-03-14,6000000.0,3322127.0,3485383.0,0.5536878333333334,0.5808971666666667,2014
Vessel,"[27, 878]",Vessel,2015-01-09,800000.0,0.0,0.0,0.0,0.0,2015
Vessel,[99],Vessel,2015-01-09,800000.0,0.0,0.0,0.0,0.0,2015
Vice,"[53, 878, 28, 12]",Vice,2018-12-25,60000000.0,47836282.0,70883171.0,0.7972713666666666,1.1813861833333332,2018
Vice,"[18, 36, 35]",Vice,2018-12-25,60000000.0,47836282.0,70883171.0,0.7972713666666666,1.1813861833333332,2018
Victor Frankenstein,"[18, 878, 53]",Victor Frankenstein,2015-11-25,40000000.0,5775076.0,31124367.0,0.1443769,0.778109175,2015
Victor Frankenstein,"[18, 878, 53]",Victor Frankenstein,2015-11-25,40000000.0,5775076.0,31124367.0,0.1443769,0.778109175,2015
Walking with Dinosaurs,"[16, 10751, 12]",Walking with Dinosaurs,2013-12-20,80000000.0,36076121.0,123368842.0,0.4509515125,1.542110525,2013
Walter,"[18, 35]",Walter,2015-03-13,700000.0,0.0,0.0,0.0,0.0,2015
Wanderlust,"[35, 10749]",Wanderlust,2012-02-24,32500000.0,17288155.0,24159934.0,0.5319432307692308,0.7433825846153846,2012
War,"[28, 80, 53]",War,2007-08-24,25000000.0,22486409.0,40686409.0,0.89945636,1.62745636,2007
War Dogs,"[35, 80, 18]",War Dogs,2016-08-19,50000000.0,43034523.0,86234503.0,0.86069046,1.72469006,2016
War Horse,"[18, 10752]",War Horse,2011-12-25,70000000.0,79883359.0,156815529.0,1.141190842857143,2.2402218428571428,2011
War Room,"[18, 10749]",War Room,2015-08-28,3000000.0,67790117.0,73975239.0,22.596705666666665,24.658413,2015
War for the Planet of the Apes,"[18, 878, 10752]",War for the Planet of the Apes,2017-07-14,152000000.0,146880162.0,489592267.0,0.9663168552631579,3.2210017565789473,2017
War of the Worlds,[99],War of the Worlds,2005-06-29,132000000.0,234280354.0,606836535.0,1.7748511666666666,4.597246477272727,2005
Warcraft,"[28, 12, 14]",Warcraft,2016-06-10,160000000.0,47225655.0,425522281.0,0.29516034375,2.65951425625,2016
Warm Bodies,"[27, 35, 10749]",Warm Bodies,2013-02-01,30000000.0,66380662.0,115121608.0,2.212688733333333,3.8373869333333332,2013
Warrior,[18],Warrior,2011-09-09,25000000.0,13657115.0,24215385.0,0.5462846,0.9686154,2011
Water & Power,"[80, 18]",Water & Power,2014-05-02,600000.0,42557.0,42557.0,0.07092833333333333,0.07092833333333333,2014
Water for Elephants,"[18, 10749]",Water for Elephants,2011-04-22,38000000.0,58709717.0,116809717.0,1.5449925526315789,3.0739399210526317,2011
We Are Your Friends,"[18, 10402, 10749, 35]",We Are Your Friends,2015-08-28,2000000.0,3591417.0,10153415.0,1.7957085,5.0767075,2015
We Bought a Zoo,"[18, 35, 10751]",We Bought a Zoo,2011-12-23,50000000.0,75624550.0,118729073.0,1.512491,2.37458146,2011
We Have Your Husband,"[10770, 80, 18, 53]",We Have Your Husband,2011-12-31,5000000.0,0.0,0.0,0.0,0.0,2011
We Need to Talk About Kevin,"[18, 53]",We Need to Talk About Kevin,2012-01-13,7000000.0,1738692.0,10765283.0,0.24838457142857143,1.5378975714285714,2012
We Need to Talk About Kevin,"[18, 53]",We Need to Talk About Kevin,2012-01-13,7000000.0,1738692.0,10765283.0,0.24838457142857143,1.5378975714285714,2012
We're the Millers,"[35, 80]",We're the Millers,2013-08-07,37000000.0,150394119.0,267816276.0,4.064705918918919,7.23827772972973,2013
Weekend,"[18, 10749]",Weekend,2011-09-23,190000.0,484592.0,1577585.0,2.550484210526316,8.303078947368421,2011
Welcome to Marwen,"[18, 35, 14]",Welcome to Marwen,2018-12-21,45000000.0,10763520.0,12874922.0,0.23918933333333334,0.2861093777777778,2018
Welcome to the Rileys,[18],Welcome to the Rileys,2010-10-29,10000000.0,152857.0,355919.0,0.0152857,0.0355919,2010
What Women Want,"[10749, 18, 35]",我知女人心,2000-12-15,65000000.0,182805123.0,374105123.0,2.812386507692308,5.755463430769231,2000
What to Expect When You're Expecting,"[10749, 35, 18]",What to Expect When You're Expecting,2012-05-18,37500000.0,41152203.0,88473016.0,1.09739208,2.3592804266666665,2012
What's Your Number?,"[35, 10749]",What's Your Number?,2011-09-30,20000000.0,14011084.0,30163785.0,0.7005542,1.50818925,2011
When the Bough Breaks,"[9648, 18, 27]",When the Bough Breaks,2016-09-09,10000000.0,29747603.0,30768449.0,2.9747603,3.0768449,2016
When the Game Stands Tall,[18],When the Game Stands Tall,2014-08-22,15000000.0,30127963.0,30138912.0,2.008530866666667,2.0092608,2014
While We're Young,"[35, 18, 9648]",While We're Young,2015-03-27,10000000.0,7582065.0,17503828.0,0.7582065,1.7503828,2015
While We're Young,"[35, 18, 9648]",While We're Young,2015-03-27,10000000.0,7582065.0,17503828.0,0.7582065,1.7503828,2015
Whiplash,"[18, 10402]",Whiplash,2014-10-10,3300000.0,13092006.0,38969037.0,3.9672745454545453,11.80879909090909,2014
Whiplash,"[18, 10402]",Whiplash,2014-10-10,3300000.0,13092006.0,38969037.0,3.9672745454545453,11.80879909090909,2014
Whiskey Tango Foxtrot,"[10752, 35]",Whiskey Tango Foxtrot,2016-03-04,35000000.0,23083334.0,25350747.0,0.6595238285714285,0.7243070571428571,2016
White Boy Rick,"[80, 18]",White Boy Rick,2018-09-14,30000000.0,24004833.0,25947983.0,0.8001611,0.8649327666666666,2018
White Fang,"[16, 10751]",Croc-Blanc,1991-01-18,14000000.0,34729091.0,34729091.0,2.480649357142857,2.480649357142857,1991
White House Down,"[28, 18, 53]",White House Down,2013-06-28,150000000.0,73103784.0,205440387.0,0.48735856,1.36960258,2013
Why Did I Get Married Too?,"[35, 10749]",Why Did I Get Married Too?,2010-04-02,20000000.0,60095852.0,60831067.0,3.0047926,3.04155335,2010
Why Him?,[35],Why Him?,2016-12-23,38000000.0,60323786.0,117425156.0,1.587468052631579,3.0901356842105265,2016
Why Him?,[35],Why Him?,2016-12-23,38000000.0,60323786.0,117425156.0,1.587468052631579,3.0901356842105265,2016
Wicked Blood,"[28, 18, 53]",Wicked Blood,2014-03-04,3500000.0,0.0,0.0,0.0,0.0,2014
Widows,"[80, 53]",Widows,2018-11-16,40000000.0,42402632.0,73866088.0,1.0600658,1.8466522,2018
Wild,[18],Wild,2014-12-03,15000000.0,37880356.0,52460543.0,2.5253570666666665,3.4973695333333334,2014
Wild,[18],Wild,2014-12-03,15000000.0,37880356.0,52460543.0,2.5253570666666665,3.4973695333333334,2014
Wild Card,[18],Wild Card,2015-01-30,30000000.0,3200.0,4315789.0,0.00010666666666666667,0.14385963333333332,2015
Wild Card,"[53, 80, 28]",Wild Card,2015-01-30,30000000.0,3200.0,4315789.0,0.00010666666666666667,0.14385963333333332,2015
Wild Target,"[28, 35]",Wild Target,2010-10-29,8000000.0,109338.0,5314194.0,0.01366725,0.66427425,2010
Wilson,[35],Wilson,1944-08-01,5200000.0,2000000.0,2000000.0,0.38461538461538464,0.38461538461538464,1944
Winchester,"[14, 9648, 53, 27]",Winchester,2018-02-02,3500000.0,25091816.0,44378040.0,7.169090285714286,12.67944,2018
Wind Walkers,"[28, 27, 53]",Wind Walkers,2015-12-31,2000000.0,0.0,0.0,0.0,0.0,2015
Windsor Drive,"[53, 9648]",Windsor Drive,2015-08-28,850000.0,3256.0,3256.0,0.0038305882352941177,0.0038305882352941177,2015
Wings,"[16, 12, 35]",От винта 3D,1927-08-12,2000000.0,0.0,0.0,0.0,0.0,1927
Wings,"[18, 53]",Wings,1927-08-12,2000000.0,0.0,0.0,0.0,0.0,1927
Winnie Mandela,[18],Winnie Mandela,2013-09-06,15000000.0,61847.0,61847.0,0.004123133333333333,0.004123133333333333,2013
Winnie the Pooh,"[16, 10751]",Winnie the Pooh,2011-07-15,30000000.0,26692846.0,50145607.0,0.8897615333333333,1.6715202333333334,2011
Winter's Bone,[18],Winter's Bone,2010-06-11,2000000.0,6531503.0,16131551.0,3.2657515,8.0657755,2010
Wish I Was Here,"[18, 35]",Wish I Was Here,2014-07-18,6000000.0,3591299.0,6591365.0,0.5985498333333333,1.0985608333333334,2014
Wish Upon,"[53, 27, 14]",Wish Upon,2017-07-14,12000000.0,14301505.0,23477345.0,1.1917920833333333,1.9564454166666667,2017
Without Men,"[35, 10749]",Without Men,2011-12-31,4700000.0,0.0,0.0,0.0,0.0,2011
Wolf,[18],Wolf,1994-06-17,70000000.0,65011757.0,131011757.0,0.9287393857142857,1.8715965285714287,1994
Wolf,[27],Wolf,1994-06-17,70000000.0,65011757.0,131011757.0,0.9287393857142857,1.8715965285714287,1994
Wolves,"[27, 28]",Wolves,2014-11-14,18000000.0,0.0,94953.0,0.0,0.005275166666666667,2014
Wolves,[18],Wolves,2014-11-14,18000000.0,0.0,94953.0,0.0,0.005275166666666667,2014
Wolves,[18],Wolves,2014-11-14,18000000.0,0.0,94953.0,0.0,0.005275166666666667,2014
Woman in Gold,[18],Woman in Gold,2015-04-01,11000000.0,33307793.0,58586407.0,3.027981181818182,5.326037,2015
