,genre_ids,original_title,release_date,production_budget,domestic_gross,worldwide_gross,domestic_return,worldwide_return,release_year
The Lion of Judah,"[12, 16, 35, 10751]",The Lion of Judah,2011-06-03,1500000.0,0.0,0.0,0.0,0.0,2011
The Little Ponderosa Zoo,[],The Little Ponderosa Zoo,2015-11-10,500000.0,0.0,0.0,0.0,0.0,2015
The Little Prince,"[12, 16, 14, 10751]",The Little Prince,2016-02-12,77500000.0,1311213.0,102028919.0,0.016918877419354838,1.3165021806451613,2016
The Lobster,"[53, 35, 18, 10749, 878]",The Lobster,2016-03-25,4500000.0,9196278.0,18019834.0,2.043617333333333,4.004407555555556,2016
The Lobster,"[53, 35, 18, 10749, 878]",The Lobster,2016-03-25,4500000.0,9196278.0,18019834.0,2.043617333333333,4.004407555555556,2016
The Lone Ranger,"[28, 12, 37]",The Lone Ranger,2013-07-02,275000000.0,89302115.0,260002115.0,0.3247349636363636,0.9454622363636364,2013
The Longest Ride,"[18, 10749]",The Longest Ride,2015-04-10,34000000.0,37446117.0,63802928.0,1.101356382352941,1.876556705882353,2015
The Looking Glass,[],The Looking Glass,2015-10-23,300000.0,1711.0,1711.0,0.005703333333333334,0.005703333333333334,2015
The Looking Glass,[],The Looking Glass,2015-10-23,300000.0,1711.0,1711.0,0.005703333333333334,0.005703333333333334,2015
The Lords of Salem,"[27, 53]",The Lords of Salem,2013-04-19,1500000.0,1165881.0,1541131.0,0.777254,1.0274206666666668,2013
The Losers,"[28, 12, 80, 9648, 53]",The Losers,2010-04-23,25000000.0,23591432.0,29863840.0,0.94365728,1.1945536,2010
The Lost City of Z,"[12, 18, 36]",The Lost City of Z,2017-04-14,30000000.0,8574339.0,17121823.0,0.2858113,0.5707274333333333,2017
The Lost City of Z,"[12, 18, 36]",The Lost City of Z,2017-04-14,30000000.0,8574339.0,17121823.0,0.2858113,0.5707274333333333,2017
The Lost Medallion: The Adventures of Billy Stone,"[12, 10751]",The Lost Medallion: The Adventures of Billy Stone,2013-03-01,2500000.0,549632.0,549632.0,0.2198528,0.2198528,2013
The Love Letter,[],The Love Letter,1999-05-21,15000000.0,8322608.0,9010980.0,0.5548405333333334,0.600732,1999
The Love Letter,[],The Love Letter,2015-08-18,250000.0,0.0,0.0,0.0,0.0,2015
The Lovely Bones,"[14, 18]",The Lovely Bones,2009-12-11,95000000.0,44114232.0,94894448.0,0.46436033684210526,0.9988889263157895,2009
The Lovers,"[28, 12, 878, 10749]",The Lovers,2015-03-13,35000000.0,0.0,53899.0,0.0,0.0015399714285714286,2015
The Lovers,[35],The Lovers,2015-03-13,35000000.0,0.0,53899.0,0.0,0.0015399714285714286,2015
The Lucky One,"[18, 10749]",The Lucky One,2012-04-20,25000000.0,60457138.0,96633833.0,2.41828552,3.86535332,2012
The Lunchbox,"[18, 10749]",The Lunchbox,2014-02-28,1700000.0,4231500.0,12231500.0,2.4891176470588237,7.195,2014
The Magic Flute,"[10402, 35, 14]",The Magic Flute,2006-12-31,27000000.0,0.0,0.0,0.0,0.0,2006
The Magic Flute,"[14, 35, 10402, 10749]",Trollflöjten,2006-12-31,27000000.0,0.0,0.0,0.0,0.0,2006
The Magnificent Seven,"[12, 28, 37]",The Magnificent Seven,2016-09-23,90000000.0,93432655.0,162525156.0,1.0381406111111111,1.8058350666666667,2016
The Maid's Room,[53],The Maid's Room,2014-08-08,600000.0,0.0,0.0,0.0,0.0,2014
The Maid's Room,[53],The Maid's Room,2014-08-08,600000.0,0.0,0.0,0.0,0.0,2014
The Man Who Knew Infinity,[18],The Man Who Knew Infinity,2016-04-29,10000000.0,3877922.0,12382122.0,0.3877922,1.2382122,2016
The Man with the Iron Fists,[28],The Man with the Iron Fists,2012-11-02,15000000.0,15634090.0,22018988.0,1.0422726666666666,1.4679325333333333,2012
The Martian,"[18, 12, 878]",The Martian,2015-10-02,108000000.0,228433663.0,655271443.0,2.1151265092592593,6.067328175925926,2015
The Martian,"[18, 12, 878]",The Martian,2015-10-02,108000000.0,228433663.0,655271443.0,2.1151265092592593,6.067328175925926,2015
The Masked Saint,"[80, 28]",The Masked Saint,2016-01-08,3500000.0,182695.0,182695.0,0.05219857142857143,0.05219857142857143,2016
The Master,[18],The Master,2012-09-14,37500000.0,16247159.0,50647416.0,0.4332575733333333,1.35059776,2012
The Master,"[36, 28]",師父,2012-09-14,37500000.0,16247159.0,50647416.0,0.4332575733333333,1.35059776,2012
The Maze Runner,"[28, 9648, 878, 53]",The Maze Runner,2014-09-19,34000000.0,102427862.0,348319861.0,3.0125841764705883,10.244701794117647,2014
The Mechanic,"[28, 53, 80]",The Mechanic,2011-01-28,42500000.0,29121498.0,76347393.0,0.6852117176470588,1.7964092470588235,2011
The Meddler,"[35, 18]",The Meddler,2016-04-22,3200000.0,4267219.0,5526942.0,1.3335059375,1.727169375,2016
The Meg,"[28, 878, 53, 27]",The Meg,2018-08-10,178000000.0,145443742.0,529530715.0,0.8170996741573033,2.974891657303371,2018
The Messenger,[99],The Messenger,2009-11-13,6500000.0,1109660.0,1744952.0,0.17071692307692307,0.26845415384615384,2009
The Monuments Men,"[10752, 18, 36, 28]",The Monuments Men,2014-02-07,70000000.0,78031620.0,158702748.0,1.1147374285714287,2.2671821142857143,2014
The Mortal Instruments: City of Bones,"[28, 12, 18, 9648, 10749, 14]",The Mortal Instruments: City of Bones,2013-08-21,60000000.0,31165421.0,75965567.0,0.5194236833333333,1.2660927833333333,2013
The Mule,"[80, 35]",The Mule,2018-12-14,50000000.0,103804407.0,170857676.0,2.07608814,3.41715352,2018
The Mule,"[80, 18, 53]",The Mule,2018-12-14,50000000.0,103804407.0,170857676.0,2.07608814,3.41715352,2018
The Mummy,"[14, 53, 28, 12, 27]",The Mummy,2017-06-09,195000000.0,80101125.0,409953905.0,0.410775,2.102327717948718,2017
The Mummy,"[14, 53, 28, 12, 27]",The Mummy,1999-05-07,80000000.0,155385488.0,416385488.0,1.9423186,5.2048186,1999
The Muppets,"[35, 10751, 10402]",The Muppets,2011-11-23,45000000.0,88625922.0,160971922.0,1.9694649333333334,3.5771538222222223,2011
The Neon Demon,"[53, 27, 9648]",The Neon Demon,2016-06-24,7500000.0,1333124.0,3559803.0,0.17774986666666667,0.4746404,2016
The Next Three Days,"[10749, 18, 53, 80]",The Next Three Days,2010-11-19,30000000.0,21148651.0,67255916.0,0.7049550333333333,2.241863866666667,2010
The Nice Guys,"[35, 80, 9648]",The Nice Guys,2016-05-20,50000000.0,36261763.0,59596747.0,0.72523526,1.19193494,2016
The Night Before,[35],The Night Before,2015-11-20,25000000.0,43035725.0,52427346.0,1.721429,2.09709384,2015
The Night Before,[35],The Night Before,2015-11-20,25000000.0,43035725.0,52427346.0,1.721429,2.09709384,2015
The Night Visitor,[27],The Night Visitor,2015-11-10,100000.0,0.0,0.0,0.0,0.0,2015
The November Man,"[80, 28, 53]",The November Man,2014-08-27,15000000.0,25018119.0,34820335.0,1.6678746,2.321355666666667,2014
The Nut Job,"[16, 35, 10751, 12]",The Nut Job,2014-01-17,30000000.0,64251538.0,122529966.0,2.141717933333333,4.0843322,2014
The Nut Job 2: Nutty by Nature,"[10751, 16, 12, 35]",The Nut Job 2: Nutty by Nature,2017-08-11,40000000.0,28370522.0,57438389.0,0.70926305,1.435959725,2017
The Nutcracker and the Four Realms,"[14, 12, 10751]",The Nutcracker and the Four Realms,2018-11-02,132900000.0,54858851.0,170293899.0,0.41278292701279157,1.281368690744921,2018
The Nutcracker in 3D,"[10402, 14, 28, 10751]",The Nutcracker in 3D,2010-11-24,90000000.0,195459.0,20466016.0,0.0021717666666666666,0.22740017777777777,2010
The Odd Life of Timothy Green,"[14, 18, 35, 10751]",The Odd Life of Timothy Green,2012-08-15,40000000.0,51853450.0,55249159.0,1.29633625,1.381228975,2012
The One,"[35, 18, 10749]",The One,2001-11-02,49000000.0,43905746.0,72689126.0,0.8960356326530612,1.4834515510204083,2001
The One,"[10752, 18]",Единичка,2001-11-02,49000000.0,43905746.0,72689126.0,0.8960356326530612,1.4834515510204083,2001
The Opposite Sex,[35],The Opposite Sex,2015-01-20,3300000.0,0.0,50206.0,0.0,0.015213939393939394,2015
The Other Dream Team,[99],Kita svajonių komanda,2012-09-28,500000.0,134109.0,314444.0,0.268218,0.628888,2012
The Other Guys,"[28, 35, 80]",The Other Guys,2010-08-06,100000000.0,119219978.0,170936470.0,1.19219978,1.7093647,2010
The Other Side of the Door,"[53, 27]",The Other Side of the Door,2016-03-04,5000000.0,3000342.0,12905107.0,0.6000684,2.5810214,2016
The Other Woman,[18],The Other Woman,2014-04-25,40000000.0,83911193.0,195111193.0,2.097779825,4.877779825,2014
The Other Woman,"[35, 10749]",The Other Woman,2014-04-25,40000000.0,83911193.0,195111193.0,2.097779825,4.877779825,2014
The Other Woman,"[18, 35, 10749]",Amoureux de ma femme,2014-04-25,40000000.0,83911193.0,195111193.0,2.097779825,4.877779825,2014
The Outrageous Sophie Tucker,[99],The Outrageous Sophie Tucker,2015-07-24,500000.0,0.0,0.0,0.0,0.0,2015
The Overnight,"[9648, 35]",The Overnight,2015-06-19,200000.0,1109808.0,1165996.0,5.54904,5.82998,2015
The Paperboy,"[53, 18, 9648]",The Paperboy,2012-10-05,12500000.0,677200.0,4027663.0,0.054176,0.32221304,2012
The Peanuts Movie,"[12, 35, 16, 10751]",The Peanuts Movie,2015-11-06,99000000.0,130178411.0,250091610.0,1.3149334444444445,2.5261778787878786,2015
The Peanuts Movie,"[12, 35, 16, 10751]",The Peanuts Movie,2015-11-06,99000000.0,130178411.0,250091610.0,1.3149334444444445,2.5261778787878786,2015
The Perfect Game,"[18, 10751]",The Perfect Game,2010-04-16,12500000.0,1089445.0,3931367.0,0.0871556,0.31450936,2010
The Perfect Guy,"[18, 53]",The Perfect Guy,2015-09-11,18000000.0,57027435.0,60278166.0,3.1681908333333335,3.348787,2015
The Perfect Host,"[35, 53, 80]",The Perfect Host,2011-07-01,1000000.0,48764.0,51587.0,0.048764,0.051587,2011
The Perfect Man,"[18, 35, 10749, 10751]",The Perfect Man,2005-06-17,10000000.0,16535005.0,19535005.0,1.6535005,1.9535005,2005
The Perfect Match,"[35, 10749]",The Perfect Match,2016-03-11,5000000.0,9669521.0,10182050.0,1.9339042,2.03641,2016
The Perks of Being a Wallflower,[18],The Perks of Being a Wallflower,2012-09-21,13000000.0,17742948.0,33069303.0,1.364842153846154,2.5437925384615383,2012
The Place Beyond the Pines,"[18, 80]",The Place Beyond the Pines,2013-03-29,15000000.0,21403519.0,47011449.0,1.4269012666666667,3.1340966,2013
The Pledge,[18],The Pledge,2001-01-19,45000000.0,19719930.0,29406132.0,0.43822066666666665,0.6534696,2001
The Possession,"[27, 53]",The Possession,2012-08-31,14000000.0,49130588.0,82925064.0,3.5093277142857144,5.9232188571428575,2012
The Possession of Hannah Grace,"[27, 18]",The Possession of Hannah Grace,2018-11-30,6000000.0,14836174.0,42785387.0,2.4726956666666666,7.130897833333333,2018
The Post,"[18, 36]",The Post,2017-12-22,50000000.0,81903458.0,179748880.0,1.63806916,3.5949776,2017
The Post,"[18, 36]",The Post,2017-12-22,50000000.0,81903458.0,179748880.0,1.63806916,3.5949776,2017
The Predator,"[878, 28, 53, 12, 27]",The Predator,2018-09-14,88000000.0,51024708.0,159487563.0,0.5798262272727273,1.8123586704545454,2018
The Prince,"[53, 28]",The Prince,2014-08-22,18000000.0,0.0,0.0,0.0,0.0,2014
The Promise,[],The Promise,2017-04-21,90000000.0,8224288.0,10551417.0,0.09138097777777777,0.11723796666666667,2017
The Promise,"[36, 10749, 18]",The Promise,2017-04-21,90000000.0,8224288.0,10551417.0,0.09138097777777777,0.11723796666666667,2017
The Promise,"[36, 10749, 18]",The Promise,2017-04-21,90000000.0,8224288.0,10551417.0,0.09138097777777777,0.11723796666666667,2017
The Purge,"[878, 27, 53]",The Purge,2013-06-07,3000000.0,64473115.0,91266581.0,21.491038333333332,30.422193666666665,2013
The Purge: Anarchy,"[27, 53]",The Purge: Anarchy,2014-07-18,9000000.0,71562550.0,111534881.0,7.951394444444444,12.392764555555555,2014
The Purge: Election Year,"[28, 27, 53]",The Purge: Election Year,2016-07-01,10000000.0,79042440.0,118514727.0,7.904244,11.8514727,2016
The Railway Man,"[18, 36]",The Railway Man,2014-04-11,18000000.0,4438438.0,23910210.0,0.24657988888888888,1.328345,2014
The Raven,"[27, 28, 53, 878]",The Raven,2012-04-27,26000000.0,16008272.0,30601801.0,0.6157027692307693,1.176992346153846,2012
The Raven,"[80, 53, 9648]",The Raven,2012-04-27,26000000.0,16008272.0,30601801.0,0.6157027692307693,1.176992346153846,2012
The Reef,"[18, 27, 53]",The Reef,2010-12-31,10000000.0,0.0,15037867.0,0.0,1.5037867,2010
The Reluctant Fundamentalist,[53],The Reluctant Fundamentalist,2013-04-26,15000000.0,528731.0,528731.0,0.03524873333333333,0.03524873333333333,2013
The Resurrection of Gavin Stone,"[35, 18]",The Resurrection of Gavin Stone,2017-01-20,2000000.0,2303792.0,2303792.0,1.151896,1.151896,2017
The Return,[99],The Return,2004-02-06,15000000.0,501752.0,5953886.0,0.03345013333333333,0.3969257333333333,2004
The Revenant,"[37, 18, 12]",The Revenant,2015-12-25,135000000.0,183637894.0,532938302.0,1.3602806962962963,3.947691125925926,2015
The Revenant,"[37, 18, 12]",The Revenant,2015-12-25,135000000.0,183637894.0,532938302.0,1.3602806962962963,3.947691125925926,2015
The Ridiculous 6,"[35, 37]",The Ridiculous 6,2015-12-11,60000000.0,0.0,0.0,0.0,0.0,2015
The Rise of the Krays,[80],The Rise of the Krays,2016-02-02,2500000.0,0.0,0.0,0.0,0.0,2016
The Rite,"[18, 53, 27]",The Rite,2011-01-28,37000000.0,33047633.0,97143987.0,0.8931792702702702,2.625513162162162,2011
The Road,"[80, 27, 53]",The Road,2009-11-25,25000000.0,8114270.0,29206732.0,0.3245708,1.16826928,2009
The Roommate,"[53, 18, 27]",The Roommate,2011-02-04,16000000.0,37300107.0,52545707.0,2.3312566875,3.2841066875,2011
The Rover,"[80, 18]",The Rover,2014-06-13,8500000.0,1109199.0,3180252.0,0.130494,0.3741472941176471,2014
The Rum Diary,"[18, 35]",The Rum Diary,2011-10-28,45000000.0,13109815.0,21544732.0,0.29132922222222224,0.4787718222222222,2011
The Runaways,"[18, 10402]",The Runaways,2010-03-19,9500000.0,3573673.0,5278632.0,0.37617610526315787,0.5556454736842106,2010
The Saint,"[28, 12, 80]",The Saint,1997-04-04,90000000.0,61363304.0,169400000.0,0.6818144888888888,1.8822222222222222,1997
The Sapphires,"[35, 18]",The Sapphires,2013-03-22,9000000.0,2450867.0,20395040.0,0.27231855555555556,2.2661155555555554,2013
The Second Best Exotic Marigold Hotel,"[18, 35]",The Second Best Exotic Marigold Hotel,2015-03-06,10000000.0,33078266.0,90384306.0,3.3078266,9.0384306,2015
The Secret Life of Pets,"[12, 35, 16, 10751]",The Secret Life of Pets,2016-07-08,75000000.0,368384330.0,886750534.0,4.911791066666667,11.823340453333333,2016
The Secret Life of Walter Mitty,"[12, 35, 18, 14]",The Secret Life of Walter Mitty,2013-12-25,91000000.0,58236838.0,187861183.0,0.6399652527472528,2.0644086043956045,2013
The Sessions,"[18, 10749, 35]",The Sessions,2012-10-19,1000000.0,6002451.0,11495204.0,6.002451,11.495204,2012
The Shallows,"[27, 18, 53]",The Shallows,2016-06-24,13000000.0,55121623.0,118763442.0,4.240124846153846,9.135649384615384,2016
The Shape of Water,"[18, 14, 10749]",The Shape of Water,2017-12-01,19500000.0,63859435.0,195790794.0,3.2748428205128204,10.040553538461538,2017
The Shape of Water,"[18, 14, 10749]",The Shape of Water,2017-12-01,19500000.0,63859435.0,195790794.0,3.2748428205128204,10.040553538461538,2017
The Signal,"[53, 878]",The Signal,2014-06-13,4000000.0,600896.0,2665322.0,0.150224,0.6663305,2014
The Signal,"[53, 878]",The Signal,2008-02-22,50000.0,251150.0,406299.0,5.023,8.12598,2008
The Signal,[],The Signal,2014-06-13,4000000.0,600896.0,2665322.0,0.150224,0.6663305,2014
The Signal,[],The Signal,2008-02-22,50000.0,251150.0,406299.0,5.023,8.12598,2008
The Sisterhood of Night,"[9648, 18, 53]",The Sisterhood of Night,2015-04-10,1000000.0,6870.0,6870.0,0.00687,0.00687,2015
The Sisterhood of Night,"[9648, 18, 53]",The Sisterhood of Night,2015-04-10,1000000.0,6870.0,6870.0,0.00687,0.00687,2015
The Sisters Brothers,"[35, 18, 37]",The Sisters Brothers,2018-09-21,38000000.0,3143056.0,13143056.0,0.082712,0.3458698947368421,2018
The Sitter,[35],The Sitter,2011-12-09,25000000.0,30542576.0,38749404.0,1.22170304,1.54997616,2011
The Skeleton Twins,[18],The Skeleton Twins,2014-09-12,1000000.0,5284309.0,5797192.0,5.284309,5.797192,2014
The Sleepwalker,[18],The Sleepwalker,2014-11-21,1100000.0,2636.0,2636.0,0.0023963636363636366,0.0023963636363636366,2014
The Smurfs,"[16, 10751, 12, 35, 14]",The Smurfs,2011-07-29,110000000.0,142614158.0,563749323.0,1.2964923454545454,5.124993845454545,2011
The Smurfs 2,"[14, 10751, 35, 16]",The Smurfs 2,2013-07-31,110000000.0,71017784.0,348547523.0,0.6456162181818181,3.1686138454545456,2013
The Snowman,"[18, 80, 53, 27]",The Snowman,2017-10-20,35000000.0,6670765.0,43226146.0,0.19059328571428572,1.2350327428571428,2017
The Social Network,[18],The Social Network,2010-10-01,40000000.0,96962694.0,224922135.0,2.42406735,5.623053375,2010
The Son of No One,"[18, 53, 80]",The Son of No One,2011-11-04,15000000.0,30680.0,1148578.0,0.0020453333333333335,0.07657186666666667,2011
The Sorcerer's Apprentice,"[14, 12, 28, 35, 18]",The Sorcerer's Apprentice,2010-07-14,160000000.0,63150991.0,217986320.0,0.39469369375,1.3624145,2010
The Space Between Us,"[10749, 12, 878, 18]",The Space Between Us,2017-02-03,30000000.0,7885294.0,16481405.0,0.2628431333333333,0.5493801666666667,2017
The Specialist,"[18, 28]",The Specialist,1994-10-07,45000000.0,57362581.0,57362581.0,1.2747240222222223,1.2747240222222223,1994
The Spectacular Now,"[35, 18, 10749]",The Spectacular Now,2013-08-02,2500000.0,6852971.0,6916951.0,2.7411884,2.7667804,2013
The SpongeBob Movie: Sponge Out of Water,"[12, 35, 10751, 14, 16]",The SpongeBob Movie: Sponge Out of Water,2015-02-06,74000000.0,162994032.0,311013181.0,2.202622054054054,4.202880824324325,2015
The Spy Next Door,"[28, 35, 10751]",The Spy Next Door,2010-01-15,28000000.0,24307106.0,46752858.0,0.8681109285714286,1.6697449285714285,2010
The Square,"[99, 18, 36]",The Square,2010-04-09,1900000.0,406216.0,740932.0,0.2137978947368421,0.3899642105263158,2010
The Square,"[99, 18, 36]",The Square,2013-10-25,1500000.0,124244.0,176262.0,0.08282933333333334,0.117508,2013
The Square,[18],The Square,2010-04-09,1900000.0,406216.0,740932.0,0.2137978947368421,0.3899642105263158,2010
The Square,[18],The Square,2013-10-25,1500000.0,124244.0,176262.0,0.08282933333333334,0.117508,2013
The Star,"[35, 12, 10751, 14, 16]",The Star,2017-11-17,20000000.0,40847995.0,62758010.0,2.04239975,3.1379005,2017
The Strangers: Prey at Night,"[27, 53]",The Strangers: Prey at Night,2018-03-09,5000000.0,24431472.0,29960051.0,4.8862944,5.9920102,2018
The Sweeney,"[28, 80]",The Sweeney,2013-03-01,4500000.0,26345.0,8000366.0,0.005854444444444444,1.777859111111111,2013
The Switch,"[35, 10749, 18]",The Switch,2010-08-20,19000000.0,27758465.0,49858465.0,1.460971842105263,2.624129736842105,2010
The Tale of Despereaux,"[12, 16, 10751]",The Tale of Despereaux,2008-12-19,60000000.0,50877145.0,90482317.0,0.8479524166666667,1.5080386166666666,2008
The Tale of Despereaux,"[12, 16, 10751]",The Tale of Despereaux,2008-12-19,60000000.0,50877145.0,90482317.0,0.8479524166666667,1.5080386166666666,2008
The Tempest,"[18, 14]",The Tempest,2010-12-10,20000000.0,277943.0,277943.0,0.01389715,0.01389715,2010
The Theory of Everything,"[18, 10749]",The Theory of Everything,2014-11-07,15000000.0,35893537.0,123327692.0,2.3929024666666665,8.221846133333333,2014
The Thing,"[27, 878, 9648, 53]",The Thing,2011-10-14,38000000.0,16999934.0,27573078.0,0.44736668421052633,0.7256073157894737,2011
The Three Musketeers,"[12, 28, 53]",The Three Musketeers,2011-10-21,90000000.0,20377913.0,139877913.0,0.22642125555555556,1.5541990333333333,2011
The Three Stooges,[35],The Three Stooges,2012-04-13,30000000.0,44338224.0,54052249.0,1.4779408,1.8017416333333334,2012
The To Do List,"[35, 10749]",The To Do List,2013-07-26,1500000.0,3491669.0,4128828.0,2.3277793333333334,2.752552,2013
The Tourist,"[28, 53, 10749]",The Tourist,2010-12-10,100000000.0,67631157.0,278731369.0,0.67631157,2.78731369,2010
The Town,"[80, 18, 53]",The Town,2010-09-17,37000000.0,92186262.0,152566881.0,2.4915205945945944,4.123429216216216,2010
The Transporter Refueled,"[53, 28, 80, 9648]",The Transporter Refueled,2015-09-04,22000000.0,16029670.0,69698495.0,0.7286213636363637,3.168113409090909,2015
The Tree of Life,"[18, 14]",The Tree of Life,2011-05-27,35000000.0,13305665.0,61721826.0,0.38016185714285716,1.7634807428571428,2011
The Twilight Saga: Eclipse,"[12, 14, 18, 10749]",The Twilight Saga: Eclipse,2010-06-30,68000000.0,300531751.0,706102828.0,4.419584573529412,10.383865117647058,2010
The Upside,"[35, 18]",The Upside,2019-01-11,37500000.0,108235497.0,119024536.0,2.88627992,3.1739876266666665,2019
The Vatican Exorcisms,"[27, 99, 9648]",The Vatican Exorcisms,2013-12-31,1100000.0,0.0,0.0,0.0,0.0,2013
The Vatican Tapes,"[53, 27]",The Vatican Tapes,2015-07-24,13000000.0,1784763.0,14929184.0,0.13728946153846153,1.1483987692307693,2015
The Veil,[27],The Veil,2015-12-31,4000000.0,0.0,0.0,0.0,0.0,2015
The Veil,"[28, 12, 878]",The Veil,2015-12-31,4000000.0,0.0,0.0,0.0,0.0,2015
The Verdict,"[80, 18, 53]",Het Vonnis,1982-12-08,16000000.0,53977250.0,53977250.0,3.373578125,3.373578125,1982
The Village,[18],ცხრა მთას იქით,2004-07-30,71682975.0,114197520.0,257641634.0,1.5930912465616835,3.594181658894598,2004
The Virginity Hit,[35],The Virginity Hit,2010-09-24,2000000.0,636706.0,636706.0,0.318353,0.318353,2010
The Visit,"[27, 53, 9648]",The Visit,2015-09-11,5000000.0,65206105.0,98677816.0,13.041221,19.7355632,2015
The Visit,[],The Visit,2015-09-11,5000000.0,65206105.0,98677816.0,13.041221,19.7355632,2015
The Vow,"[18, 10749]",The Vow,2012-02-10,30000000.0,125014030.0,197618160.0,4.167134333333333,6.587272,2012
The Walk,"[12, 18, 53]",The Walk,2015-09-30,35000000.0,10161183.0,61492104.0,0.2903195142857143,1.756917257142857,2015
The Walking Deceased,"[878, 35]",Walking with the Dead,2015-03-20,2000000.0,0.0,0.0,0.0,0.0,2015
The Wall,"[878, 18]",Die Wand,2017-05-12,3000000.0,1803064.0,4495262.0,0.6010213333333333,1.4984206666666666,2017
The Wall,"[53, 10752, 18]",The Wall,2017-05-12,3000000.0,1803064.0,4495262.0,0.6010213333333333,1.4984206666666666,2017
The Warrior's Way,"[12, 14, 28, 37, 53]",The Warrior's Way,2010-12-03,42000000.0,5666340.0,8514325.0,0.13491285714285714,0.2027220238095238,2010
The Watch,"[28, 35, 878]",The Watch,2012-07-27,55000000.0,34353000.0,67130045.0,0.6246,1.2205462727272727,2012
The Watcher,"[27, 53]",The Watcher,2000-09-08,33000000.0,28946615.0,47267829.0,0.8771701515151515,1.4323584545454546,2000
The Water Diviner,"[10752, 18]",The Water Diviner,2015-04-24,22500000.0,4200117.0,31054727.0,0.18667186666666666,1.3802100888888889,2015
The Way Way Back,"[35, 18]",The Way Way Back,2013-07-05,5000000.0,21502690.0,26853810.0,4.300538,5.370762,2013
The Wedding Ringer,[35],The Wedding Ringer,2015-01-16,23000000.0,64460211.0,80171596.0,2.8026178695652173,3.4857215652173914,2015
The Wicked Within,[27],The Wicked Within,2013-12-31,1200000.0,0.0,0.0,0.0,0.0,2013
The Witch,"[9648, 27]",The Witch,2016-02-19,3500000.0,25138705.0,40454520.0,7.182487142857143,11.558434285714286,2016
The Witch,"[9648, 27]",The Witch,2016-02-19,3500000.0,25138705.0,40454520.0,7.182487142857143,11.558434285714286,2016
The Wolf of Wall Street,"[80, 18, 35]",The Wolf of Wall Street,2013-12-25,100000000.0,116900694.0,389870414.0,1.16900694,3.89870414,2013
The Wolfman,[27],The Wolfman,2010-02-12,150000000.0,62189884.0,142634358.0,0.41459922666666665,0.95089572,2010
The Wolverine,"[28, 878, 12, 14]",The Wolverine,2013-07-26,115000000.0,132556852.0,416456852.0,1.1526682782608695,3.6213639304347827,2013
The Woman in Black,"[18, 27, 53]",The Woman in Black,2012-02-03,15000000.0,54333290.0,128955898.0,3.6222193333333332,8.597059866666667,2012
The Word,[18],Obietnica,2014-03-14,200000.0,3648.0,3648.0,0.01824,0.01824,2014
The Words,"[18, 53]",The Words,2012-09-07,6000000.0,11494838.0,16369708.0,1.9158063333333333,2.7282846666666667,2012
The World's End,"[35, 28, 878]",The World's End,2013-08-23,20000000.0,26004851.0,47508505.0,1.30024255,2.37542525,2013
The Wrong Man,"[10770, 9648, 53]",The Wrong Man,1956-12-23,1200000.0,2000000.0,2000000.0,1.6666666666666667,1.6666666666666667,1956
The Young Messiah,[18],The Young Messiah,2016-03-11,16800000.0,6469813.0,7313697.0,0.38510791666666666,0.4353391071428571,2016
The Young and Prodigious T.S. Spivet,"[12, 18, 10751]",The Young and Prodigious T.S. Spivet,2015-07-31,33000000.0,176847.0,357687.0,0.005359,0.010839,2015
There Be Dragons,"[18, 10752]",There Be Dragons,2011-05-06,36000000.0,1069334.0,4020990.0,0.02970372222222222,0.11169416666666666,2011
They Came Together,[35],They Came Together,2014-06-27,3000000.0,0.0,82780.0,0.0,0.027593333333333334,2014
They Will Have to Kill Us First,"[10402, 99]",They Will Have to Kill Us First,2016-03-04,600000.0,0.0,7943.0,0.0,0.013238333333333333,2016
Think Like a Man,"[35, 10749]",Think Like a Man,2012-04-20,12000000.0,91547205.0,113373764.0,7.62893375,9.447813666666667,2012
Think Like a Man Too,"[35, 10749]",Think Like a Man Too,2014-06-20,24000000.0,65028687.0,70027933.0,2.709528625,2.9178305416666666,2014
This Is Martin Bonner,[18],This Is Martin Bonner,2013-06-21,42000.0,0.0,0.0,0.0,0.0,2013
This Means War,"[28, 35, 10749]",This Means War,2012-02-17,65000000.0,54760791.0,156974557.0,0.8424737076923077,2.4149931846153847,2012
Thor,"[12, 14, 28]",Thor,2011-05-06,150000000.0,181030624.0,449326618.0,1.2068708266666666,2.995510786666667,2011
Thor: Ragnarok,"[28, 12, 35, 14]",Thor: Ragnarok,2017-11-03,180000000.0,315058289.0,846980024.0,1.7503238277777777,4.705444577777778,2017
Thor: Ragnarok,"[28, 12, 35, 14]",Thor: Ragnarok,2017-11-03,180000000.0,315058289.0,846980024.0,1.7503238277777777,4.705444577777778,2017
Thor: The Dark World,"[28, 12, 14]",Thor: The Dark World,2013-11-08,150000000.0,206362140.0,644602516.0,1.3757476,4.297350106666666,2013
Thoroughbreds,"[18, 53]",Thoroughbreds,2018-03-09,5000000.0,3072605.0,3187302.0,0.614521,0.6374604,2018
Thoroughbreds,"[18, 53]",Thoroughbreds,2018-03-09,5000000.0,3072605.0,3187302.0,0.614521,0.6374604,2018
"Three Billboards Outside Ebbing, Missouri","[80, 18]","Three Billboards Outside Ebbing, Missouri",2017-11-10,12000000.0,54513740.0,160191915.0,4.542811666666666,13.34932625,2017
